customerID;gender;SeniorCitizen;Partner;Dependents;tenure;Cuenta_Corriente;Multiple_CC;Forma_Pago;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;Atencion_Telf;Atencion_personal;Contract;Correspondencia;MonthlyCharges;TotalCharges;Churn;Letra
5882-CMAZQ;Female;0;Yes;Yes;5;No;No;P2C;No;Yes;No;Yes;No;No;Month-to-month;No;34.25;163.55;No;D
4445-KWOKW;Female;0;No;No;42;Yes;Yes;P2C;Yes;Yes;No;No;No;No;One year;Yes;60.15;2421.6;No;B
7967-HYCDE;Male;0;No;No;8;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;70.7;553.4;No;D
3948-XHGNA;Male;0;No;No;24;Yes;No;P2C;Yes;No;No;No;No;No;Month-to-month;Yes;49.55;1210.4;Yes;B
0565-IYCGT;Male;0;No;No;69;Yes;Yes;P2C;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;78.6;5356.45;Yes;D
5110-CHOPY;Female;0;No;No;60;No;No;P2C;Yes;No;Yes;No;Yes;Yes;Two year;No;53.6;3237.05;No;B
4425-OWHWB;Female;0;No;No;20;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;19.35;433.75;No;D
9675-ICXCT;Male;0;Yes;Yes;72;Yes;No;P2C;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;80.8;5728.55;No;B
4703-MQYKT;Male;0;No;No;21;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.6;390.4;No;D
5692-ICXLW;Male;1;No;No;31;Yes;Yes;P2P;No;Yes;No;No;Yes;No;Month-to-month;Yes;90.7;2845.15;No;B
2208-MPXIO;Female;0;Yes;Yes;45;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;20;886.4;No;D
0348-SDKOL;Female;0;Yes;No;58;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;102.1;5885.4;Yes;B
7336-RLLRH;Male;0;Yes;No;27;Yes;Yes;P2C;Yes;No;No;Yes;Yes;Yes;One year;No;80.85;2204.35;No;D
8901-HJXTF;Female;0;Yes;Yes;12;No;No;P2C;No;Yes;No;No;No;No;Month-to-month;No;29.2;309.1;Yes;B
5419-KLXBN;Female;0;Yes;Yes;25;Yes;No;P2P;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;89.15;2257.75;Yes;D
9885-MFVSU;Female;0;Yes;Yes;35;No;No;P2C;Yes;No;No;Yes;Yes;No;Two year;Yes;46.35;1662.05;No;B
0607-MVMGC;Male;0;Yes;Yes;45;Yes;Yes;P2C;No;Yes;Yes;No;Yes;Yes;One year;No;78.75;3600.65;No;D
9828-AOQLM;Female;0;Yes;Yes;1;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;45.7;45.7;Yes;B
8000-REIQB;Female;1;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;69.95;69.95;Yes;D
0266-CLZKZ;Female;0;Yes;Yes;67;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;Two year;Yes;105.65;6717.9;No;B
3858-VOBET;Male;0;No;No;23;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;74.95;1710.45;Yes;D
3977-QCRSL;Female;0;No;No;5;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.15;117.95;No;B
1447-PJGGA;Female;0;No;No;57;Yes;No;P2P;No;No;Yes;No;Yes;Yes;Two year;Yes;95.25;5464.65;Yes;D
9139-WQQDY;Female;0;Yes;Yes;49;Yes;Yes;P2P;No;Yes;No;No;Yes;Yes;One year;No;100.45;4941.8;Yes;B
8086-OVPWV;Male;0;No;No;2;Yes;No;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;80.2;181.1;Yes;D
7639-OPLNG;Male;0;Yes;Yes;70;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;79.25;5731.85;No;B
1492-QGCLU;Male;0;Yes;Yes;53;Yes;Yes;P2C;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;85.7;4616.1;No;D
7328-OWMOM;Female;0;No;Yes;31;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.1;589.25;No;B
5155-AZQPB;Female;0;Yes;Yes;28;Yes;Yes;P2C;No;No;No;No;No;No;Month-to-month;No;49.9;1410.25;No;D
1087-GRUYI;Male;0;Yes;No;38;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.4;743.5;No;B
7694-VLBWQ;Male;0;Yes;No;67;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;No;104.1;7040.85;Yes;D
0181-RITDD;Male;0;Yes;Yes;62;Yes;No;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;108.15;6825.65;No;B
4795-KTRTH;Female;1;Yes;No;5;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;81;371.65;Yes;D
1488-PBLJN;Female;0;Yes;Yes;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;116.85;8477.7;No;B
3778-FOAQW;Female;0;Yes;No;24;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.15;456.85;No;D
6481-OGDOO;Male;0;Yes;No;67;Yes;No;P2P;Yes;Yes;No;No;No;Yes;One year;Yes;90.6;6056.15;Yes;B
5349-AZPEW;Female;0;Yes;Yes;5;No;No;P2C;No;No;No;No;No;No;Month-to-month;No;25.05;125.5;No;D
8305-VHZBZ;Male;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;20.2;20.2;Yes;B
8100-HZZLJ;Female;0;No;Yes;43;Yes;No;P2C;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;63.95;2737.05;No;D
8309-IEYJD;Female;1;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;70.6;70.6;No;B
6298-QDFNH;Male;0;No;No;22;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;79.35;1730.35;Yes;D
3546-GHEAE;Male;0;No;No;7;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.45;165.35;No;B
6557-BZXLQ;Male;1;No;No;16;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;69.65;1043.3;No;D
7519-JTWQH;Female;0;No;No;69;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;110.5;7455.45;No;B
8543-MSDMF;Male;0;No;No;3;Yes;No;P2C;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;77.4;206.15;No;D
1170-SASML;Female;0;Yes;No;69;Yes;Yes;P2P;No;Yes;Yes;No;No;No;Month-to-month;Yes;85.4;5869.4;No;B
5346-BZCHP;Female;0;Yes;Yes;69;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.4;1346.2;No;D
6173-ITPWD;Male;0;Yes;No;47;Yes;Yes;P2P;No;Yes;Yes;No;No;No;Month-to-month;Yes;83.35;4065;Yes;B
1216-BGTSP;Male;0;No;No;45;Yes;Yes;P2P;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;108.45;4964.7;No;D
2189-UXTKY;Female;0;Yes;No;22;Yes;Yes;P2C;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;79.2;1742.75;Yes;B
7483-IQWIB;Male;0;Yes;Yes;37;Yes;Yes;P2P;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;92.95;3415.25;No;D
4958-GZWIY;Male;0;Yes;Yes;7;Yes;No;P2C;No;No;Yes;No;No;No;Month-to-month;No;48.7;340.25;Yes;B
7833-PKIHD;Male;0;Yes;Yes;51;Yes;No;P2C;Yes;No;No;Yes;Yes;Yes;One year;Yes;76.4;3966.3;No;D
5153-RTHKF;Female;0;No;No;34;Yes;Yes;P2P;No;No;No;No;Yes;No;Month-to-month;No;85.35;2896.6;No;B
4832-VRBMR;Male;1;Yes;No;65;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;Yes;103.15;6792.45;No;D
6356-ELRKD;Female;0;No;No;1;Yes;No;P2P;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;95.6;95.6;Yes;B
3392-EHMNK;Female;0;Yes;Yes;67;Yes;Yes;P2P;No;Yes;No;Yes;Yes;No;Two year;No;94.1;6302.8;No;D
3061-BCKYI;Male;0;No;No;14;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.9;283.75;No;B
7901-TBKJX;Male;1;No;No;56;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;101.05;5594;No;D
3177-LASXD;Female;0;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;71.35;71.35;Yes;B
5804-HYIEZ;Male;0;Yes;Yes;70;Yes;Yes;P2P;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;106.05;7554.05;No;D
5934-TSSAU;Female;0;Yes;Yes;23;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;75.3;1702.9;No;B
4897-QSUYC;Female;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;20.15;20.15;Yes;D
8290-YWKHZ;Female;1;Yes;No;32;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;93.2;2931;Yes;B
3806-DXQOM;Female;0;No;No;4;No;No;P2C;Yes;Yes;No;No;No;No;Month-to-month;Yes;33.65;137.85;Yes;D
3933-DQPWX;Female;0;No;No;50;No;No;P2C;No;Yes;Yes;Yes;No;No;Two year;No;39.7;1932.75;No;B
8957-THMOA;Female;0;No;Yes;50;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.15;970.85;No;D
5555-RNPGT;Male;0;No;Yes;10;Yes;Yes;WIRE;No;No;No;No;No;No;Month-to-month;No;24.8;223.9;No;B
9300-RENDD;Male;0;No;No;1;Yes;No;P2P;No;No;No;No;Yes;No;Month-to-month;Yes;79.95;79.95;Yes;D
8087-LGYHQ;Male;0;No;No;9;Yes;No;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;94.05;811.65;No;B
2190-BCXEC;Female;0;Yes;No;40;Yes;Yes;P2P;No;No;No;Yes;No;No;Month-to-month;Yes;78.85;3126.85;No;D
2153-MREFK;Female;0;Yes;No;37;Yes;Yes;P2P;Yes;No;Yes;Yes;No;Yes;One year;Yes;99.2;3754.6;Yes;B
7206-PQBBZ;Male;1;Yes;No;11;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;70.2;834.7;No;D
0925-VYDLG;Female;0;No;No;3;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;No;75.25;242;Yes;B
7422-WNBTY;Male;0;Yes;No;33;Yes;Yes;P2P;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;93.35;3092;No;D
3521-HTQTV;Male;0;No;No;34;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;26.1;980.35;No;B
3373-DIUUN;Male;0;Yes;Yes;30;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;21.25;711.9;No;D
7607-QKKTJ;Male;0;Yes;Yes;45;Yes;Yes;P2P;No;Yes;Yes;No;No;Yes;One year;Yes;95;4368.85;No;B
8984-HPEMB;Female;0;No;No;71;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;118.65;8477.6;No;D
4139-DETXS;Female;0;Yes;Yes;72;No;No;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;64.45;4528;No;B
9805-FILKB;Male;0;Yes;Yes;46;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;20.2;845.6;No;D
0673-IGUQO;Male;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.45;20.45;No;B
8819-IMISP;Male;0;No;No;31;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;80.45;2429.1;No;D
8311-UEUAB;Female;0;Yes;Yes;67;Yes;Yes;P2C;Yes;No;No;No;Yes;Yes;Two year;Yes;75.5;5229.45;No;B
8035-BUYVG;Male;0;Yes;No;40;No;No;P2C;Yes;Yes;Yes;No;No;No;One year;Yes;42.35;1716.45;Yes;D
9787-XVQIU;Male;0;No;No;1;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;75.3;75.3;Yes;B
5656-MJEFC;Male;0;Yes;Yes;42;No;No;P2C;Yes;No;Yes;Yes;Yes;No;Two year;No;48.15;2032.3;No;D
8051-HJRLT;Female;1;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;70.55;70.55;Yes;B
4010-YLMVT;Female;0;No;No;56;Yes;Yes;P2P;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;106.6;5893.95;No;D
8612-GXIDD;Male;0;Yes;Yes;12;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;25.4;313;No;B
8160-HOWOX;Female;0;No;No;7;Yes;No;P2C;No;No;No;No;Yes;Yes;Month-to-month;Yes;66.85;458.1;No;D
6648-INWPS;Male;0;Yes;Yes;16;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.15;341.35;No;B
4079-VTGLK;Male;1;Yes;No;30;Yes;Yes;P2C;No;No;Yes;No;Yes;Yes;Two year;No;74.85;2181.75;No;D
1391-UBDAR;Male;0;No;No;11;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;No;72.9;818.45;No;B
2023-VQFDL;Male;0;No;No;18;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19;348.8;No;D
2014-MKGMH;Female;0;No;No;46;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;One year;Yes;101.1;4674.4;No;B
2560-WBWXF;Male;0;No;No;68;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;24.15;1498.85;No;D
7978-DKUQH;Female;0;Yes;No;25;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;74.6;1797.75;No;B
0524-IAVZO;Female;0;Yes;No;30;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;85;2624.25;Yes;D
1784-EZDKJ;Male;0;Yes;No;51;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;Yes;106.8;5498.8;No;B
8007-YYPWD;Female;0;No;No;15;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.05;369.1;No;D
5159-YFPKQ;Female;0;No;No;2;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;75.8;160.75;Yes;B
4021-RQSNY;Male;1;Yes;No;29;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;98.5;3004.15;Yes;D
5039-LZRQT;Female;0;No;No;13;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.2;273.25;No;B
9061-TIHDA;Male;1;Yes;No;13;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;95.25;1233.65;Yes;D
6418-PIQSP;Female;0;Yes;No;62;Yes;No;P2C;Yes;No;Yes;Yes;Yes;Yes;Two year;No;81;4985.9;No;B
3995-WFCSM;Female;0;No;No;2;Yes;No;P2C;No;No;Yes;No;No;Yes;Month-to-month;No;60.85;111.4;No;D
2038-OEQZH;Male;0;No;No;4;Yes;No;P2P;No;No;Yes;No;No;Yes;Month-to-month;No;86.05;308.1;No;B
7927-AUXBZ;Female;0;No;No;30;Yes;No;P2P;No;No;No;Yes;Yes;No;Month-to-month;No;85.15;2555.9;Yes;D
2878-RMWXY;Male;1;Yes;No;72;Yes;Yes;P2P;Yes;Yes;Yes;No;No;Yes;Two year;Yes;102.65;7550.3;No;B
7311-MQJCH;Female;0;No;No;5;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.55;99.6;No;D
1136-XGEQU;Female;0;Yes;Yes;50;Yes;Yes;P2C;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;84.15;4164.4;No;B
6844-DZKRF;Male;0;No;No;2;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;50.2;109.25;No;D
7619-ODSGN;Male;0;Yes;Yes;24;Yes;Yes;P2C;Yes;No;No;No;No;No;Month-to-month;No;54.75;1338.15;Yes;B
8879-XUAHX;Male;0;Yes;No;71;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;116.25;8564.75;No;D
4195-PNGZS;Male;0;Yes;Yes;69;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;24.45;1718.2;No;B
3988-RQIXO;Female;1;No;No;1;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;91.3;91.3;Yes;D
6922-NCEDI;Male;0;No;Yes;56;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;21.2;1238.65;No;B
9891-NQDBD;Female;0;Yes;No;28;Yes;Yes;WIRE;No;No;No;No;No;No;One year;No;25.55;672.2;No;D
8548-AWOFC;Male;0;Yes;No;66;Yes;Yes;P2C;No;No;No;Yes;No;Yes;Month-to-month;No;63.85;4264.6;No;B
8532-UEFWH;Male;0;Yes;Yes;52;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.75;1345.85;No;D
7951-VRDVK;Female;0;No;No;36;Yes;No;P2C;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;85.85;3003.55;No;B
4815-YOSUK;Male;0;Yes;Yes;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;104.9;7537.5;No;D
0380-NEAVX;Male;1;No;No;34;Yes;No;P2P;No;Yes;Yes;No;Yes;Yes;One year;Yes;99.85;3343.15;No;B
4285-GYRQC;Female;0;Yes;No;7;Yes;No;P2P;No;No;Yes;No;Yes;No;Month-to-month;Yes;86.25;587.1;Yes;D
4365-MSDYN;Male;0;Yes;No;8;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19.55;161.15;No;B
5802-ADBRC;Female;0;Yes;No;50;Yes;Yes;P2P;Yes;No;Yes;No;Yes;Yes;One year;Yes;104.4;5232.9;No;D
5197-YPYBZ;Female;0;Yes;Yes;12;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.25;274.7;No;B
4312-GVYNH;Female;0;Yes;No;70;No;No;P2C;Yes;No;Yes;Yes;No;Yes;Two year;Yes;49.85;3370.2;No;D
0839-JTCUD;Female;0;Yes;Yes;66;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;89.9;5958.85;No;B
1302-UHBDD;Male;1;No;No;20;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;No;89.95;1648.45;No;D
8619-IJNDK;Female;0;Yes;Yes;71;Yes;No;P2C;Yes;Yes;Yes;Yes;No;No;Two year;No;64.05;4492.9;No;B
8182-BJDSI;Female;0;No;No;28;Yes;Yes;P2P;No;Yes;No;No;No;Yes;Month-to-month;Yes;89.95;2625.55;Yes;D
1153-GNOLC;Male;0;No;No;33;No;No;P2C;No;Yes;No;No;Yes;No;One year;Yes;39.1;1309;No;B
0788-DXBFY;Male;0;Yes;Yes;58;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;19.55;1108.8;No;D
3496-LFSZU;Male;0;Yes;No;4;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;70.5;294.2;No;B
2482-CZGBB;Male;0;No;No;10;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;70;740;Yes;D
8097-VBQTZ;Male;0;No;No;54;Yes;No;P2C;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;69.9;3883.3;No;B
9917-KWRBE;Female;0;Yes;Yes;41;Yes;Yes;P2C;Yes;Yes;Yes;No;Yes;No;One year;Yes;78.35;3211.2;No;D
2212-LYASK;Male;0;Yes;Yes;27;No;No;P2C;No;Yes;Yes;No;No;Yes;One year;Yes;45.85;1246.4;No;B
8069-RHUXK;Female;0;Yes;Yes;67;No;No;P2C;Yes;No;No;Yes;No;No;Two year;No;35.7;2545.7;No;D
2908-WGAXL;Female;0;Yes;Yes;56;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;24.95;1468.9;No;B
1013-QCWAM;Female;1;Yes;No;66;Yes;Yes;P2P;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;100.8;6690.75;No;D
6050-FFXES;Female;0;Yes;No;69;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;Two year;No;105.35;7240.65;No;B
0362-RAOQO;Female;0;No;No;40;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.65;830.25;No;D
5527-ACHSO;Female;0;No;No;11;Yes;No;P2C;No;No;No;Yes;Yes;Yes;Month-to-month;No;70.5;829.3;No;B
1399-UBQIU;Male;0;No;No;11;Yes;No;P2C;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;69.35;712.25;No;D
0336-PIKEI;Male;1;Yes;No;72;Yes;No;P2C;Yes;Yes;Yes;Yes;Yes;No;Two year;No;74.4;5360.75;No;B
9537-VHDTA;Female;0;No;Yes;1;Yes;No;P2C;Yes;No;No;No;No;No;Month-to-month;No;51.2;51.2;No;D
2054-PJOCK;Female;0;No;No;60;Yes;Yes;P2C;No;No;Yes;Yes;Yes;Yes;One year;No;80.55;4847.05;No;B
9030-QGZNL;Female;0;No;No;8;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.85;161.65;No;D
3126-WQMGH;Female;0;Yes;No;49;Yes;Yes;P2C;No;No;No;No;No;No;Month-to-month;Yes;52.15;2583.75;No;B
2506-CLAKW;Female;0;No;No;6;Yes;No;P2P;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;98.15;567.45;Yes;D
1583-IHQZE;Male;0;No;No;12;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;112.95;1384.75;Yes;B
9239-GZHZE;Female;0;Yes;No;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;113.65;8124.2;No;D
0151-ONTOV;Female;0;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;70.9;70.9;Yes;B
0093-EXYQL;Female;1;No;No;40;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;91.55;3673.6;No;D
0219-QAERP;Male;0;Yes;No;30;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.8;576.65;No;B
7180-PISOG;Male;0;Yes;Yes;1;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;74.5;74.5;Yes;D
3571-RFHAR;Male;0;No;No;65;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;109.15;6941.2;Yes;B
5334-AFQJB;Male;1;No;No;72;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;25.1;1789.9;No;D
9578-VRMNM;Female;0;No;No;16;Yes;Yes;P2C;No;No;Yes;No;No;Yes;Month-to-month;Yes;65.2;1043.35;Yes;B
6140-QNRQQ;Male;0;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;71.55;71.55;Yes;D
4307-KTUMW;Male;0;Yes;No;53;Yes;Yes;P2P;Yes;No;Yes;No;No;Yes;Month-to-month;No;93.9;5029.2;Yes;B
5440-FLBQG;Male;1;Yes;No;69;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;108.4;7318.2;Yes;D
4056-QHXHZ;Female;0;Yes;Yes;72;Yes;Yes;P2P;Yes;No;Yes;Yes;Yes;Yes;Two year;No;107.45;7576.7;No;B
7488-MXJIV;Female;0;No;No;4;Yes;Yes;P2P;No;No;No;No;Yes;No;Month-to-month;Yes;85.65;321.65;Yes;D
9339-FIIJL;Male;0;Yes;No;72;Yes;Yes;P2C;No;Yes;Yes;Yes;Yes;Yes;Two year;No;85.95;6151.9;No;B
2672-DZUOY;Male;0;No;No;1;No;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;25.15;25.15;Yes;D
3870-MQAMG;Female;0;Yes;No;54;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;One year;No;110.35;5893.15;Yes;B
6177-PEVRA;Female;0;No;No;48;Yes;No;P2C;Yes;Yes;No;No;No;No;Two year;No;55.5;2627.35;No;D
4813-HQMGZ;Female;0;Yes;No;8;Yes;Yes;P2P;No;No;No;Yes;No;Yes;Month-to-month;Yes;90.25;743.75;No;B
7377-DMMRI;Male;0;No;No;2;Yes;No;P2C;Yes;No;No;No;No;No;Month-to-month;Yes;47.8;92.45;Yes;D
4947-DSMXK;Male;0;Yes;Yes;34;Yes;Yes;P2P;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;97.7;3410;No;B
0002-ORFBO;Female;0;Yes;Yes;9;Yes;No;P2C;No;Yes;No;Yes;Yes;No;One year;Yes;65.6;593.3;No;D
5414-OFQCB;Male;0;No;No;57;Yes;Yes;P2P;No;No;No;Yes;Yes;No;Two year;Yes;90.45;5229.8;No;B
8552-OBVRU;Female;1;Yes;Yes;48;Yes;No;P2P;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;104.5;5068.05;No;D
9154-QDGTH;Male;0;Yes;Yes;43;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;One year;Yes;104.3;4451.85;No;B
2577-GVSIL;Male;0;Yes;Yes;35;Yes;Yes;P2C;No;No;No;Yes;Yes;Yes;One year;Yes;73.45;2661.1;No;D
6770-UAYGJ;Female;0;Yes;Yes;49;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.25;1211.65;No;B
7928-VJYAB;Male;0;Yes;Yes;11;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;No;90.6;1020.2;No;D
9776-OJUZI;Female;1;No;No;65;Yes;Yes;P2P;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;95.45;6223.3;No;B
8949-JTMAY;Female;0;No;No;29;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;98.6;2933.2;Yes;D
3097-PYWXL;Female;0;Yes;Yes;4;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19.95;82.9;No;B
0869-PAPRP;Female;1;Yes;No;26;Yes;No;P2P;No;No;Yes;No;Yes;No;Month-to-month;Yes;85.7;2067;No;D
2972-YDYUW;Female;0;No;No;57;Yes;Yes;P2P;No;Yes;No;Yes;No;Yes;One year;No;94.7;5468.95;No;B
2809-ILCYT;Female;0;Yes;No;25;Yes;Yes;WIRE;No;No;No;No;No;No;One year;Yes;26.8;733.55;No;D
4981-FLTMF;Female;0;Yes;Yes;57;Yes;Yes;P2C;Yes;Yes;No;Yes;No;No;Month-to-month;No;65.2;3687.85;No;B
3113-IWHLC;Male;0;No;No;5;Yes;No;P2C;Yes;No;Yes;No;No;No;Month-to-month;Yes;55.8;274.35;No;D
4612-THJBS;Female;1;No;No;56;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;Yes;104.75;5510.65;Yes;B
4094-NSEDU;Female;1;No;No;21;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;94.25;1973.75;Yes;D
4304-TSPVK;Female;0;Yes;No;68;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;114.9;7843.55;No;B
2637-FKFSY;Female;0;Yes;No;3;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;46.1;130.15;No;D
7874-ECPQJ;Female;0;No;Yes;4;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;20.05;85.5;No;B
7089-RKVSZ;Male;0;Yes;Yes;8;Yes;Yes;WIRE;No;No;No;No;No;No;One year;No;24.4;203.95;No;D
9548-ZMVTX;Male;0;Yes;Yes;72;Yes;Yes;P2P;No;Yes;Yes;Yes;No;No;Two year;No;90.45;6565.85;No;B
